$ DENI 2011 2017-11-13 by 1_CWMS_weather_station_read_plot_v3.py<6 hours of missing data was deleted, >=6 hours missing data filled with LWS_2011_2015_met.csv,,,,,
1542.708330,10.28,6.22,0.67,4.59,4.4,733.3
1542.750000,10.05,6.25,1.05,0,10,733.6
1542.791670,9.64,6.93,0.64,0.54,10,733.8
1542.833330,9.07,7.29,1.16,5.53,10,734.1
1542.875000,8.2,7.94,1.06,5.58,10,733.9
1542.916670,8.13,7.97,0.43,5.05,10,733.8
1542.958330,7.93,7.85,0.2,1.58,10,733.5
1543.000000,7.73,7.7,0.34,5.49,10,733.2
1543.041670,7.56,7.55,0.8,2.57,10,732.3
1543.083330,7.46,7.55,0.35,0.45,10,732.1
1543.125000,7.42,7.44,0.78,0.54,10,731.6
1543.166670,7.42,7.33,0.43,5.81,10,731.9
1543.208330,6.75,6.51,1.16,0.79,10,732.1
1543.250000,6.75,5.61,1.01,5.91,10,732.8
1543.291670,6.55,4.58,1.59,5.01,10,733.5
1543.333330,5.61,3.32,1.4,5.68,10,734.1
1543.375000,4.76,3.16,1.47,0,10,734.7
1543.416670,5,3.26,0.36,0.14,7.5,735.2
1543.458330,4.73,3.82,0.72,2.23,4.4,735.6
1543.500000,4.87,3,0.79,0.84,10,735.3
1543.541670,5.65,3.44,1.29,2.25,10,735.1
1543.583330,5.64,4.49,1.7,1.93,10,734.9
1543.625000,5.74,4.87,0.81,3.18,10,735.7
1543.666670,5,3.6,1.41,2.6,10,735.9
1543.708330,4.83,4.35,1.12,1.53,10,736.3
1543.750000,4.8,4.18,0.99,1.1,7.5,736.5
1543.791670,4.5,4.26,0.75,0.63,0,736.8
1543.833330,4.46,4.22,0.49,0.39,0,737
1543.875000,3.72,3.53,1.43,0.55,0,736.9
1543.916670,3.79,3.55,1.2,0.54,0,736.8
1543.958330,3.63,3.39,1.31,0.35,2,736.4
1544.000000,3.16,2.85,1.37,0.38,10,736
1544.041670,3.66,3.02,1.3,1.93,10,735.5
1544.083330,2.85,2.55,1.5,0.65,10,734.5
1544.125000,2.85,2.28,1.76,0.67,10,733.9
1544.166670,3.19,2.67,1.04,0.78,10,733.4
1544.208330,3.12,2.35,1.86,0.97,10,733.3
1544.250000,2.99,2.58,1.44,0.88,10,733.3
1544.291670,3.16,2.91,1.02,0.64,10,733.4
1544.333330,3.12,2.22,0.98,0.03,10,733.7
1544.375000,3.6,2.64,0.2,0.09,10,734.4
1544.416670,3.43,2.61,0.38,5.33,10,734.9
1544.458330,3.83,2.82,0.51,3.02,10,735.8
1544.500000,4.68,3.95,1.08,1.86,10,736.6
1544.541670,4.75,3.22,1.47,3.86,10,737.3
1544.583330,4.54,3.68,1.14,0.88,10,737.9
1544.625000,5.46,4.51,1.39,0.09,10,738.1
1544.666670,6.23,4.87,1.53,0.11,7.5,738.5
1544.708330,5.92,5.55,1.44,0.48,10,739
1544.750000,5.65,4.92,0.82,0.39,10,739.8
1544.791670,5.27,4.99,1.13,0.46,0,740.6
1544.833330,4.87,4.71,0.8,0.54,10,741.3
1544.875000,4.33,4.21,1.05,0.61,10,741.9
1544.916670,4.54,4.29,0.48,0.74,2,742.5
1544.958330,4.23,4.11,0.89,0.85,0,742.6
1545.000000,4.27,4.12,0.34,0.6,0,743
1545.041670,4.31,4.12,0.28,0.65,0,743.2
1545.083330,3.8,3.8,0.67,0.66,0,743.4
1545.125000,3.56,3.36,0.94,0.55,0,743.6
1545.166670,3.8,3.26,1.66,0.85,0,743.9
1545.208330,3.66,3.16,1.64,0.78,4.4,744
1545.250000,3.4,2.82,1.53,0.36,10,744.5
1545.291670,3.5,2.79,1.74,0.32,10,745
1545.333330,4.37,3.43,0.5,4.86,2,744.8
1545.375000,5.15,3.59,0.63,5.06,10,744.8
1545.416670,5.62,3.58,2.36,4.33,10,744.6
1545.458330,7.37,4.61,1.11,3.67,10,744.2
1545.500000,9.32,4.96,1.05,3.67,10,743.9
1545.541670,9.98,4.13,2.84,4.46,10,743.5
1545.583330,10.65,4.01,1.96,4.52,10,743.5
1545.625000,10.55,4.88,0.59,2.82,10,743.5
1545.666670,10.18,6.53,0.88,1.63,10,743.7
1545.708330,9.57,7.45,0.57,1.3,10,743.8
1545.750000,8.7,7.23,0.92,0.92,10,743.9
1545.791670,8.16,7.45,0.66,0.37,10,744.2
1545.833330,7.9,7.61,0.03,1.65,10,744.6
1545.875000,7.73,7.68,0.32,4.66,10,744.8
1545.916670,7.56,7.66,0.46,3.9,4.4,744.9
1545.958330,7.7,7.66,0.09,1.67,10,744.8
1546.000000,7.63,7.68,0.04,3.36,10,744.7
1546.041670,7.56,7.51,0.28,1.47,7.5,744.7
1546.083330,7.42,7.3,0.63,0.94,7.5,744.8
1546.125000,7.42,7.27,0.85,1.25,0,744.7
1546.166670,7.26,7.08,0.71,0.81,0,744.7
1546.208330,7.19,6.94,0.77,0.48,7.5,744.7
1546.250000,7.16,6.89,0.69,0.96,10,744.6
1546.291670,7.9,7.1,0.56,1.51,7.5,744.6
1546.333330,8.24,7.06,1.16,2.08,0,744.7
1546.375000,9.28,7.27,1.51,2.41,0,744.5
1546.416670,10.3,7.33,0.68,4.34,0,744.4
1546.458330,12.75,8.03,0.91,2.82,0,743.9
1546.500000,13.85,8.42,1.94,2.14,0,743.2
1546.541670,14.62,8.78,1.31,4.3,0,742.6
1546.583330,15.49,8.87,0.91,4.35,0,741.7
1546.625000,17.67,9.12,0.7,3.91,0,741.1
1546.666670,14.39,10.52,0.75,1.99,0,740.8
1546.708330,14.7,10.81,0.55,2.07,0,740.4
1546.750000,12.5,10.35,0.51,4.98,0,740.2
1546.791670,12.04,9.98,1.32,0.37,0,740.3
1546.833330,10.53,9.1,1.22,0.37,0,740.6
1546.875000,9.76,8.62,0.87,0.59,0,740.6
1546.916670,9.16,8.2,1.27,0.39,0,740.7
1546.958330,8.83,7.76,1.79,0.45,0,740.6
1547.000000,7.82,6.97,1.56,0.58,0,740.5
1547.041670,7.32,6.79,1.35,0.41,0,740.4
1547.083330,6.95,6.35,1.69,0.5,0,740.3
1547.125000,6.88,6.18,1.73,0.68,0,740.2
1547.166670,7.83,6.72,1.22,1.25,0,740
1547.208330,7.7,6.55,0.67,0.63,0,740
1547.250000,7.56,6.53,1.23,1.05,0,739.9
1547.291670,7.29,6.1,1.92,1.27,7.5,739.7
1547.333330,8.41,6.57,2.17,1.5,0,739.3
1547.375000,11.08,7.27,1.69,2.46,0,738.8
1547.416670,12.85,7.58,0.84,4.24,0,738
1547.458330,15.91,8.6,1.03,3.09,0,737.1
1547.500000,16.87,8.93,0.82,3.53,0,736.2
1547.541670,18.38,10.27,0.69,3.64,0,735.1
1547.583330,20.77,10.36,0.59,2.71,0,734.1
1547.625000,19.93,11.12,0.8,3.98,0,733.2
1547.666670,19.52,10.97,0.68,1.97,0,732.5
1547.708330,17.86,11.56,1.09,1.85,0,732
1547.750000,15.73,11.95,0.38,1.54,0,731.7
1547.791670,13.09,11.19,0.63,6.17,0,731.8
1547.833330,13.51,10.37,1.19,0.53,2,731.7
1547.875000,12.58,9.93,1.34,0.49,10,731.8
1547.916670,11.64,10.35,1.63,1.13,7.5,731
1547.958330,12.05,10.37,1.35,0.88,10,731.5
1548.000000,11.99,10.17,1.51,0.57,10,731.6
1548.041670,11.31,10.15,1.26,5.88,10,732.4
1548.083330,11.18,9.97,1.25,1.75,10,732.7
1548.125000,10.87,8.45,2.5,4.91,10,734.7
1548.166670,9.9,7.75,2.16,0.03,10,735.6
1548.208330,8.72,7.11,1.45,6.18,2,736.5
1548.250000,7.88,7.38,1.01,1.28,0,737.9
1548.291670,7.92,7.18,0.71,0.82,0,738.5
1548.333330,8.32,7.36,0.81,2.49,0,739.3
1548.375000,9.37,6.92,0.78,1.47,0,739.8
1548.416670,11.4,2.47,2.38,4.61,0,739.9
1548.458330,12.07,2.09,4.8,4.66,2,740.2
1548.500000,12.13,2.38,5.94,4.51,7.5,740.5
1548.541670,12.64,2.29,5.06,4.56,10,740.7
1548.583330,13.21,2.35,4.84,4.41,7.5,740.9
1548.625000,13.38,2.17,4.8,4.54,2,741.5
1548.666670,13.31,1.79,4.02,4.65,0,742.2
1548.708330,13.95,2.4,1.81,5.15,0,742.2
1548.750000,11.51,2.94,1.17,0.42,0,742.6
1548.791670,8.91,3.98,1.27,0.38,0,743.3
1548.833330,8.18,4.11,1.42,0.56,0,743.6
1548.875000,7.71,4.26,1.03,0.42,0,743.6
1548.916670,6.47,3.82,1.71,0.57,0,744
1548.958330,5.12,3.3,1.27,0.34,0,744.3
1549.000000,4.45,3.11,1.77,0.55,0,744.3
1549.041670,4.73,3.05,1.47,0.34,0,744.3
1549.083330,4.53,3.19,1.52,0.39,0,744.2
1549.125000,4.67,3.18,1.58,0.39,0,744.2
1549.166670,5.21,3.22,1.07,0.05,0,744
1549.208330,5.14,3.3,0.55,6.26,10,744
1549.250000,4.77,2.76,1.42,0.21,10,744
1549.291670,5.88,3.72,0.45,4.64,10,744
1549.333330,7.17,4.3,0.7,2.48,7.5,743.7
1549.375000,8.18,4.45,2.73,2.4,4.4,743.3
1549.416670,9.25,4.67,2.21,2.57,0,742.7
1549.458330,9.82,4.73,0.88,3.99,4.4,742.4
1549.500000,12.08,6.14,1.61,2.44,0,741.6
1549.541670,13.76,5.28,1.27,2.42,0,740.5
1549.583330,15.5,5.67,0.76,3.62,0,739.8
1549.625000,15.08,5.41,0.92,2.98,2,739.1
1549.666670,16.08,5.9,0.76,3.51,0,738.7
1549.708330,13.51,7.43,1.18,1.95,0,738.7
1549.750000,12.3,7.09,0.75,1.46,0,738.6
1549.791670,10.28,6.99,0.53,0.09,2,738.8
1549.833330,10.74,6.46,1.01,0.73,0,739
1549.875000,10.1,6.25,0.98,0.61,0,739.1
1549.916670,8.89,5.78,1.46,0.48,0,739.3
1549.958330,7.88,5.6,1.56,0.62,0,739.4
1550.000000,6.91,5.2,1.48,0.45,0,739.5
1550.041670,6.34,5,1.35,0.3,0,739.5
1550.083330,6.65,5.21,1.08,0.68,0,739.6
1550.125000,5.6,4.67,1.76,0.57,0,739.7
1550.166670,5.03,4.21,1.61,0.4,0,739.7
1550.208330,4.8,3.65,1.99,0.4,0,739.7
1550.250000,4.26,3.43,1.52,0.54,0,739.6
1550.291670,6.39,4.72,1.26,2.06,0,739.6
1550.333330,8.05,5.2,2.86,2.17,0,739.4
1550.375000,9.83,5.45,1.77,2.38,0,738.8
1550.416670,12.66,5.52,0.81,2.47,0,738
1550.458330,13.42,6.55,0.78,4.19,0,737.1
1550.500000,15.3,6.46,0.59,4.18,0,736
1550.541670,18.46,6.58,0.94,3.63,0,735.2
1550.583330,18.72,6.93,0.76,3.93,0,734.4
1550.625000,20.37,6.46,0.3,4.69,0,733.5
1550.666670,19.92,8.29,0.28,3.56,0,732.7
1550.708330,16.67,9.48,0.71,2.64,0,732.2
1550.750000,14.65,8.93,0.63,1.46,0,731.8
1550.791670,13.04,8.3,0.48,0.62,0,731.9
1550.833330,12.92,7.43,1.33,0.65,4.4,731.9
1550.875000,11.68,6.83,0.99,0.5,0,731.4
1550.916670,10.33,6.91,0.99,0.18,2,731.3
1550.958330,9.83,6.78,1.61,0.54,4.4,731
1551.000000,9.43,6.81,0.8,0.47,2,730.7
1551.041670,8.72,6.78,1.04,6.27,0,730.6
1551.083330,8.52,6.46,1.01,0.55,0,730.6
1551.125000,8.18,6.28,0.42,0.37,7.5,730.9
1551.166670,8.06,6.21,0.81,0.5,2,731.1
1551.208330,7.69,6.34,0.48,1.3,7.5,731.3
1551.250000,7.66,6.85,0.4,0.2,10,731.8
1551.291670,8.31,7.01,0.74,1.57,0,732.2
1551.333330,8.91,7.25,1.5,2.14,2,732.3
1551.375000,8.98,7.26,1.44,2.03,10,732.7
1551.416670,9.15,7.57,1,2.02,10,732.9
1551.458330,10.83,6.5,2.07,5.21,10,733.2
1551.500000,10.12,5.28,2.78,4.59,10,733.5
1551.541670,10.76,5.12,4.27,4.56,10,733.5
1551.583330,9.71,2.18,2.74,5.48,10,733.9
1551.625000,9.27,3.8,2.63,5.86,4.4,734.2
1551.666670,9.61,2.72,2.23,0.14,2,734.3
1551.708330,9.38,4.04,2.29,2.01,0,734.5
1551.750000,8.84,3.78,0.95,0.28,10,734.3
1551.791670,7.46,3.3,0.82,0.47,2,734.7
1551.833330,6.14,4.18,1.29,0.48,0,735.3
1551.875000,5.3,2.77,1.2,0.31,7.5,735.6
1551.916670,7.13,1.33,1.83,0.15,7.5,736.2
1551.958330,5.17,1.34,1.39,0.41,7.5,736.8
1552.000000,5.71,0.26,1.68,0.45,10,737.5
1552.041670,6.56,-0.32,2.7,0.47,10,738.2
1552.083330,6.02,-0.16,1.27,4.43,10,738.4
1552.125000,5.71,0.29,1.9,6.28,10,738.8
1552.166670,6.12,-0.09,2.18,4.95,10,739.1
1552.208330,5.27,0,1.66,5.57,10,739.5
1552.250000,4.97,1.33,2.71,4.25,10,739.9
1552.291670,4.67,2.11,1.12,4.4,10,740.2
1552.333330,4.3,1.76,1.26,4.55,10,740.4
1552.375000,4.87,2.37,1.44,3.72,10,740.8
1552.416670,5.27,2.26,1.1,5.07,10,740.6
1552.458330,5.68,1.92,2.61,4.36,10,740.3
1552.500000,6.63,2.93,1.69,0.82,7.5,739.6
1552.541670,8.31,0.01,3.38,4.42,4.4,738.9
1552.583330,9.8,-1.17,2.47,4.68,2,738.5
1552.625000,10.26,-2.53,5.24,4.47,0,738
1552.666670,9.78,-3.13,2.16,5.3,2,738
1552.708330,9,-1.53,2.19,5.96,2,738.2
1552.750000,6.91,-0.71,1.49,0.35,0,738.2
1552.791670,5.12,0.33,1.74,0.48,2,738.8
1552.833330,4.52,1.03,5.17,0.87,10,739.7
1552.875000,3.91,1.1,1.13,0.24,10,740.2
1552.916670,3.65,0.97,0.98,0.4,10,740.5
1552.958330,2.7,0.85,1.26,0.48,7.5,740.4
1553.000000,3.05,0.98,1.21,0.51,0,740.7
1553.041670,3.16,1.31,1.09,0.51,4.4,740.9
1553.083330,3.49,1.94,1.21,1.71,2,741.2
1553.125000,3.6,1.91,0.54,0.58,0,741.3
1553.166670,3.53,1.85,0.87,0.47,4.4,741.7
1553.208330,3.5,1.55,1.03,0.45,10,742.2
1553.250000,3.73,2.04,0.53,0.71,7.5,742.7
1553.291670,4.31,2.58,1.53,2.44,0,743.1
1553.333330,4.98,2.15,0.64,1.05,2,743.3
1553.375000,5.45,2.39,0.34,3.2,7.5,743.6
1553.416670,5.75,1.51,1.5,4.36,10,743.7
1553.458330,6.42,0.2,1.38,5.28,7.5,743.6
1553.500000,7.64,1.14,1.19,3.19,7.5,743.3
1553.541670,9.9,1.26,1.46,3.29,4.4,742.9
1553.583330,5.9,3.28,2.14,1.97,2,742.6
1553.625000,6.65,4.67,2.12,2.38,7.5,742.8
1553.666670,8.68,4.41,1.57,3.75,2,742.8
1553.708330,4.82,3.33,1.76,5.56,0,742.9
1553.750000,4.76,3.96,0.9,0.74,0,743.5
1553.791670,3.68,3.22,1.22,0.83,0,744
1553.833330,2.77,2.17,1.44,0.34,0,744.4
1553.875000,2.04,1.52,1.32,0.57,0,744.5
1553.916670,1.94,1.47,1.45,0.27,0,744.7
1553.958330,1.3,1.2,1.65,0.31,0,744.8
1554.000000,1.23,1.02,0.97,0.43,0,744.9
1554.041670,1.02,0.69,1.46,0.36,0,744.9
1554.083330,0.99,0.43,1.29,0.34,0,744.7
1554.125000,0.72,0.19,1.86,0.67,0,744.6
1554.166670,1.37,0.3,0.85,0.85,0,744.4
1554.208330,1.1,0.28,0.96,1.06,0,744.2
1554.250000,1.37,0.43,0.79,1.68,0,744.2
1554.291670,1.88,0.22,0.84,6.13,0,744.2
1554.333330,2.93,0.71,1.82,2.66,0,743.7
1554.375000,4.61,1.21,3.4,2.8,0,743.1
1554.416670,5.28,1.38,1.91,4.22,0,742.3
1554.458330,7.47,2.5,1.85,4.17,0,741.3
1554.500000,9.32,2.18,2.11,4.21,0,740.2
1554.541670,11.34,1.43,2.01,4.21,4.4,739
1554.583330,12.04,1.66,1.76,4.32,10,738.1
1554.625000,12.61,-0.56,1.18,3.64,10,737.4
1554.666670,13.58,-0.69,1.14,1.32,4.4,736.9
1554.708330,12.33,-0.33,1.15,4.67,7.5,736.9
1554.750000,10.24,1.63,0.83,0.78,10,736.7
1554.791670,8.05,1.92,1.13,0.86,10,736.6
1554.833330,7.85,1.83,0.93,1.37,10,736.9
1554.875000,6.48,1.93,1.04,0.66,10,737
1554.916670,5.77,2.19,0.68,0.95,10,737.1
1554.958330,6.11,2.1,1.47,0.46,10,737.4
1555.000000,5.95,2.61,0.52,0.6,10,737.3
1555.041670,5.51,3.79,1.29,1.92,10,737.2
1555.083330,4.87,4.08,1.09,1.18,10,737.2
1555.125000,4.87,4.4,0.84,1.32,10,737.2
1555.166670,4.26,3.68,1.03,6.01,10,737.2
1555.208330,3.78,3.19,1.38,1.34,10,737.3
1555.250000,3.25,3.03,0.77,1.03,7.5,737.6
1555.291670,3.66,3.13,2.36,2.29,2,737.5
1555.333330,4.57,3.31,0.86,2.29,4.4,737.5
1555.375000,5.75,3.22,0.91,2.52,7.5,737.6
1555.416670,6.56,3.47,1.39,3.76,10,737.6
1555.458330,6.31,3.4,1.67,4.31,10,737
1555.500000,7.19,3.76,0.48,2.94,10,736.5
1555.541670,8.71,2.68,0.67,4.15,10,736.2
1555.583330,9.05,2.5,0.52,4.2,7.5,735.8
1555.625000,10.28,2.92,1.11,3.09,2,735.3
1555.666670,10.04,3.25,1.1,3.94,2,734.8
1555.708330,10.33,1.81,0.73,2.63,7.5,734.6
1555.750000,7.29,2.33,0.72,0.73,0,734.4
1555.791670,5.04,2.13,1.53,0.39,2,734.7
1555.833330,3.7,1.68,1.41,0.41,0,734.8
1555.875000,3.17,1.57,1.37,0.51,4.4,734.6
1555.916670,2.4,1.1,1.72,0.49,2,734.4
1555.958330,1.96,0.61,1.89,0.49,0,733.9
1556.000000,1.53,0.28,1.87,0.47,0,733.4
1556.041670,0.79,-0.03,2.04,0.41,0,733
1556.083330,0.92,-0.07,2.21,0.34,0,732.8
1556.125000,1.5,0.17,2,0.42,0,732.3
1556.166670,1.27,0.35,1.52,0.61,0,731.8
1556.208330,0.82,-0.33,2.16,0.58,0,731.6
1556.250000,0.8,-0.42,1.81,0.47,0,731.3
1556.291670,1.41,-0.07,2.01,0.45,0,730.6
1556.333330,3.47,0.21,1.06,0.44,0,730.2
1556.375000,3.8,1.11,2.03,4.5,0,729.8
1556.416670,5.29,1.47,3.17,4.4,0,729.3
1556.458330,7.17,1.18,1.48,4.29,0,728.8
1556.500000,9.19,0.24,2.95,4.46,2,728.2
1556.541670,10.87,0.51,1.01,4.87,0,727.5
1556.583330,10.93,0.87,1.84,4.4,7.5,726.9
1556.625000,11.84,-0.79,2.58,4.43,10,726.1
1556.666670,10.58,1.87,0.56,4.1,10,726.3
1556.708330,8.31,3.82,2.93,1.76,10,727.1
1556.750000,6.06,5.35,1.92,1.05,10,727.4
1556.791670,6.07,5.55,1.05,6.16,10,727.7
1556.833330,5.8,5.46,1.2,0.35,10,727.9
1556.875000,5.67,5.5,0.29,0.7,10,727.5
1556.916670,5.44,5.29,0.63,0.41,0,727.6
1556.958330,5.13,4.85,0.95,0.06,0,727.5
1557.000000,5.21,4.86,0.58,5.95,4.4,727.5
1557.041670,5.24,4.93,0.42,6.02,7.5,727.3
1557.083330,4.73,4.17,1.23,0.27,10,727.1
1557.125000,5.27,4.83,0.11,4.52,10,727.2
1557.166670,5.14,4.91,0.84,0.5,10,727.3
1557.208330,5.21,4.91,0.61,4.88,10,728.2
1557.250000,4.73,2.69,2.99,3.78,10,729.5
1557.291670,4.02,3.33,1.21,0.7,10,729.9
1557.333330,5.95,3.23,0.97,2.39,10,730.2
1557.375000,7.2,3.64,1.2,2.78,7.5,730.5
1557.416670,6.88,3.86,0.97,3.83,7.5,730.7
1557.458330,8.75,2.05,1.39,4.43,0,731.1
1557.500000,9.25,2.75,1.53,5.43,10,731
1557.541670,9.28,4.11,1.51,0.04,7.5,730.9
1557.583330,9.1,3.41,2.04,2.63,10,731
1557.625000,8.63,4.44,2.97,2.46,2,731
1557.666670,4.23,3.83,2.66,0.32,10,731.2
1557.708330,4.51,4.15,1.96,0.68,0,731.9
1557.750000,4.62,4.02,1.65,1.15,0,732.2
1557.791670,3.57,3.13,1.8,0.56,0,732.7
1557.833330,2.36,2.37,1.68,0.46,0,733.1
1557.875000,2.3,1.78,2.08,0.37,0,733.4
1557.916670,1.97,1.56,2.18,0.47,0,733.7
1557.958330,1.67,1.17,2.54,0.47,2,733.8
1558.000000,1.6,1.24,2.31,0.45,7.5,733.8
1558.041670,1.7,0.99,2.51,0.46,10,733.7
1558.083330,1.43,0.98,2.13,0.48,10,733.5
1558.125000,1.26,0.73,2.87,0.37,4.4,733.5
1558.166670,1.23,0.8,2.04,0.39,2,733.6
1558.208330,1.1,0.55,2.58,0.38,0,733.7
1558.250000,1.37,0.58,2.47,0.44,0,733.9
1558.291670,2.28,0.94,1.87,0.25,0,733.9
1558.333330,4.48,2.4,1.05,0.9,0,733.5
1558.375000,6.31,2.21,2.88,2.39,0,733.1
1558.416670,7.17,2.03,1.83,4.4,0,732.4
1558.458330,9.9,2.72,0.83,3.2,0,731.5
1558.500000,11.67,4.71,1.35,4.21,0,730.5
1558.541670,14.2,4.13,1.57,4.33,0,729.7
1558.583330,14.66,4.45,2.63,4.37,7.5,728.9
1558.625000,15.9,0.25,1.63,3.93,2,728.2
1558.666670,16.29,-3.26,1.39,3.13,7.5,727.8
1558.708330,15.74,-1.13,1.19,1.81,0,727.8
1558.750000,11.35,4.17,0.5,1.88,2,728
1558.791670,9.68,2.32,1.31,0.61,10,728.5
1558.833330,8.81,2.14,0.94,0.45,4.4,729
1558.875000,7.75,1.31,1.4,0.46,0,729.2
1558.916670,6.46,1.15,1.58,0.62,0,729.5
1558.958330,5.19,0.95,1.63,0.48,0,729.7
1559.000000,4.45,0.77,1.68,0.4,0,729.9
1559.041670,4.12,0.51,1.74,0.45,0,730
1559.083330,2.63,0.32,1.93,0.7,0,730.2
1559.125000,2.63,0.31,1.8,0.48,0,730.8
1559.166670,1.9,0.07,1.77,0.43,10,731.3
1559.208330,1.7,-0.47,2.03,0.33,10,731.9
1559.250000,1.87,0.03,1.13,0.5,10,732.7
1559.291670,3.33,0.8,0.72,0.63,7.5,733.4
1559.333330,4.88,1.41,0.77,3.79,10,733.9
1559.375000,6.57,2.29,0.8,3.77,10,733.9
1559.416670,9.3,3.48,1.01,3.72,7.5,733.8
1559.458330,12.52,3.75,0.84,4.27,10,733.8
1559.500000,13.93,4.01,3.12,4.13,4.4,733.9
1559.541670,14.52,4.3,4.86,4.25,0,733.5
1559.583330,16.38,1.68,4.44,4.49,0,733.4
1559.625000,12.45,2.77,2.97,1.55,0,733.7
1559.666670,11.14,4.32,6.22,2.42,0,734.4
1559.708330,11.58,4.46,3.38,2,0,734.9
1559.750000,10.71,5.57,2.91,2.1,0,735.3
1559.791670,9.87,5.26,1.39,0.83,0,736.1
1559.833330,8.9,6.78,1.33,1.95,0,736.9
1559.875000,8.83,5.98,0.62,5.61,0,737.2
1559.916670,7.95,6.7,1.1,1.6,0,737.4
1559.958330,7.28,5.65,0.76,0.63,7.5,737.6
1560.000000,6.82,5.37,1.22,0.39,2,737.8
1560.041670,6.68,5,1.73,0.59,7.5,738
1560.083330,6.48,4.65,1.25,0.29,10,738.3
1560.125000,6.78,4.79,0.92,5.06,10,738.4
1560.166670,6.14,4.28,1.79,6.22,10,738.5
1560.208330,5.73,4.01,1.2,0.16,10,738.7
1560.250000,6.31,4.72,0.12,1.42,10,739
1560.291670,6.78,5.12,0.93,4.31,10,739.1
1560.333330,7.26,5.3,2.66,2.63,10,739.2
1560.375000,7.36,5.03,1.92,2.38,10,739.3
1560.416670,7.73,5.83,0.65,3.79,4.4,738.9
1560.458330,8.91,6.46,2.38,2.31,0,738.4
1560.500000,10.3,7.03,2.47,4.18,0,737.8
1560.541670,12.65,5.65,2.1,4.37,0,737
1560.583330,13.31,5.6,1.52,3.89,0,736.2
1560.625000,14.35,5.5,1.52,3.64,2,735.5
1560.666670,14.73,2.92,2.41,4.49,10,735.7
1560.708330,13.18,5.15,1.78,4.32,4.4,736.2
1560.750000,10.56,4.93,1.44,0.52,0,735.8
1560.791670,8.37,4.92,0.95,0.31,10,736.2
1560.833330,7.2,4.48,1.05,0.43,2,736.6
1560.875000,6.33,4.21,1.73,0.37,10,736.7
1560.916670,5.26,3.91,1.19,0.31,10,736.5
1560.958330,4.52,3.58,1.51,0.43,0,736.4
1561.000000,4.28,3.11,1.76,0.42,0,736.4
1561.041670,4.06,2.82,1.95,0.4,0,736.2
1561.083330,3.65,2.62,1.94,0.38,10,736.1
1561.125000,3.28,2.44,1.6,0.38,4.4,736.1
1561.166670,3.79,2.53,2.24,0.56,0,736.1
1561.208330,3.52,2.48,1.66,0.38,0,736.1
1561.250000,4.13,2.93,1.43,0.4,2,736.1
1561.291670,5.96,3.74,2.57,2.31,7.5,736.1
1561.333330,7.88,4.3,2.7,2.19,0,735.5
1561.375000,9.33,4.22,1.77,2.27,4.4,734.9
1561.416670,10.67,4.98,1.23,3.98,0,734
1561.458330,12.41,5.15,1.14,3.83,0,733
1561.500000,14.56,5.1,1.54,4.3,0,732
1561.541670,15.86,4.98,3.02,4.41,0,731.2
1561.583330,18.6,5.53,0.88,4.03,7.5,730.5
1561.625000,19.39,5.03,0.75,4.39,10,729.8
1561.666670,18.65,4.93,0.18,2.59,7.5,729.3
1561.708330,17.87,7.17,0.69,6.24,0,729
1561.750000,14.52,7.87,1.01,1.45,7.5,729.1
1561.791670,13.99,5.88,1.37,0.36,10,729.1
1561.833330,12.41,5.72,0.95,0.41,10,729.4
1561.875000,11.81,6.99,1.44,1.21,0,729.7
1561.916670,11.05,8.35,1.68,0.3,10,729.9
1561.958330,10.4,7.81,1.54,2.12,7.5,730
1562.000000,10,8.1,0.95,1.4,7.5,729.9
1562.041670,9.7,7.9,1.16,0.41,7.5,730
1562.083330,9.5,7.9,0.81,1.47,10,730.3
1562.125000,9.03,7.83,0.91,2.83,10,730.3
1562.166670,9.67,2.77,2,5.51,10,730.6
1562.208330,6.7,5.25,1.73,0.81,10,730.7
1562.250000,6.53,5.5,1.24,0.75,7.5,731.1
1562.291670,6.82,5.54,0.93,6.18,10,731.4
1562.333330,7.15,5.86,1.24,2.06,10,731.7
1562.375000,7.36,5.93,0.61,2.21,10,731.6
1562.416670,7.6,4.62,2.28,4.69,10,731.9
1562.458330,7.86,5.12,1.31,0.14,10,732.4
1562.500000,9.18,4.71,2.26,4.6,10,732.1
1562.541670,9.32,3.81,2.33,4.58,7.5,731.8
1562.583330,10.12,1.51,4.37,4.47,10,731.8
1562.625000,10.35,0.8,5.36,4.35,10,731.5
1562.666670,8.12,0.8,3.27,4.39,4.4,732.5
1562.708330,8.8,1.37,2.02,4.63,10,732.7
1562.750000,9.13,1.6,2.75,4.11,2,732.8
1562.791670,8.29,2.22,1.46,0.21,7.5,733.4
1562.833330,7.01,1.15,1.48,0.36,10,734.1
1562.875000,6.41,1.44,8.26,4.41,7.5,734.8
1562.916670,5.9,2.33,0.95,0.42,10,735.8
1562.958330,6.35,1.3,1.38,5.45,0,736.1
1563.000000,6.28,-0.32,1.25,5.79,0,736.9
1563.041670,5.27,-1.53,1.83,5.82,0,737.5
1563.083330,5.07,-1.44,1.15,5.68,0,738.2
1563.125000,3.58,-1.25,1.73,0.35,0,738.8
1563.166670,3.9,-1.85,0.65,0.65,0,739.4
1563.208330,2.61,-1.2,1.77,0.36,2,739.8
1563.250000,2.78,-0.73,1.19,0.32,0,740.4
