Constituent,Julian_day,Seg_2  ,Seg_3  ,Seg_4  ,Seg_5  ,Seg_6  ,Seg_7  ,Seg_8  ,Seg_9  ,Seg_10 ,Seg_11 ,Seg_12 ,Seg_13 ,Seg_14 ,Seg_15 ,Seg_16 ,Seg_17 ,Seg_18 ,Seg_19 ,Seg_20 ,Seg_21 ,Seg_22 ,Seg_23 ,Seg_24 ,Seg_25 ,Seg_26 ,Seg_27 ,Seg_28 ,Seg_29 ,
N2                                    , 42197.000,    15.420,    14.937,    15.360,    15.339,    15.332,    15.149,    15.297,    15.261,    15.232,    15.237,    15.250,    15.269,    15.290,    15.309,    15.316,    15.311,    15.322,    15.250,    15.121,    15.007,    15.216,    15.502,    15.492,    15.703,    15.747,    15.723,    15.759,    15.809,
Dissolved_oxygen                      , 42197.000,     9.261,     8.969,     9.221,     9.204,     9.200,     9.094,     9.181,     9.156,     9.134,     9.126,     9.123,     9.118,     9.119,     9.123,     9.126,     9.120,     9.130,     9.079,     8.988,     8.911,     9.033,     9.178,     9.178,     9.284,     9.300,     9.286,     9.315,     9.343,
Oxyg                                  , 42197.000,   108.181,   104.761,   107.747,   107.605,   107.679,   106.575,   107.555,   107.204,   106.963,   106.874,   106.850,   106.750,   106.679,   106.646,   106.638,   106.520,   106.599,   106.178,   105.656,   105.339,   106.318,   107.328,   107.881,   108.392,   108.427,   108.443,   108.680,   108.831,
TDG(                                  , 42197.000,   109.027,   105.594,   108.626,   108.517,   108.577,   107.418,   108.427,   108.114,   107.921,   107.930,   108.005,   108.063,   108.158,   108.226,   108.211,   108.214,   108.217,   109.236,   110.156,   109.871,   111.288,   113.282,   113.228,   114.678,   115.048,   114.968,   115.271,   115.506,
Temperature, 42198.000,    20.594,    20.596,    20.610,    20.617,    20.644,    20.724,    20.874,    20.959,    20.941,    20.904,    20.891,    20.897,    20.943,    20.929,    20.924,    20.940,    20.907,    20.896,    20.850,    21.152,    21.068,    20.839,    21.101,    20.794,    20.706,    20.777,    20.708,    20.605,
N2                                    , 42198.000,    15.389,    14.919,    15.366,    15.348,    15.342,    15.180,    15.343,    15.332,    15.309,    15.285,    15.261,    15.210,    15.188,    15.179,    15.179,    15.199,    15.212,    15.245,    15.126,    15.012,    15.065,    15.250,    15.229,    15.522,    15.647,    15.679,    15.745,    15.811,
Dissolved_oxygen                      , 42198.000,     9.196,     8.915,     9.182,     9.172,     9.164,     9.070,     9.179,     9.181,     9.171,     9.154,     9.140,     9.108,     9.086,     9.072,     9.070,     9.069,     9.076,     9.038,     8.964,     8.907,     8.934,     9.020,     9.028,     9.188,     9.250,     9.268,     9.316,     9.353,
Oxyg                                  , 42198.000,   107.090,   103.840,   106.965,   106.907,   106.993,   106.209,   107.664,   107.648,   107.442,   107.213,   107.069,   106.783,   106.513,   106.351,   106.376,   106.251,   106.355,   105.732,   105.181,   104.913,   105.047,   105.521,   106.207,   107.339,   107.869,   108.222,   108.616,   108.851,
TDG(                                  , 42198.000,   107.895,   104.624,   107.771,   107.706,   107.818,   106.984,   108.323,   108.227,   108.000,   107.795,   107.638,   107.420,   107.258,   107.214,   107.262,   107.285,   107.333,   108.113,   109.180,   108.879,   109.307,   110.598,   110.629,   112.616,   113.518,   113.802,   114.215,   114.518,
Temperature, 42199.000,    20.441,    20.446,    20.448,    20.434,    20.439,    20.489,    20.608,    20.691,    20.708,    20.692,    20.695,    20.789,    20.928,    20.968,    20.970,    20.993,    20.942,    20.974,    20.840,    21.046,    21.081,    20.882,    21.132,    20.823,    20.752,    20.838,    20.794,    20.702,
N2                                    , 42199.000,    15.239,    14.778,    15.236,    15.243,    15.250,    15.098,    15.280,    15.296,    15.299,    15.294,    15.289,    15.271,    15.248,    15.220,    15.194,    15.197,    15.146,    15.235,    15.133,    14.960,    15.011,    15.196,    15.107,    15.283,    15.391,    15.470,    15.573,    15.707,
Dissolved_oxygen                      , 42199.000,     9.092,     8.816,     9.088,     9.088,     9.089,     8.999,     9.110,     9.120,     9.122,     9.117,     9.115,     9.116,     9.111,     9.100,     9.087,     9.081,     9.060,     9.065,     8.990,     8.884,     8.899,     8.970,     8.944,     9.042,     9.104,     9.156,     9.225,     9.301,
Oxyg                                  , 42199.000,   105.630,   102.438,   105.569,   105.576,   105.697,   104.906,   106.373,   106.519,   106.504,   106.442,   106.623,   106.931,   106.957,   106.837,   106.756,   106.531,   106.370,   106.098,   105.481,   104.722,   104.773,   105.082,   105.265,   105.797,   106.400,   107.179,   107.854,   108.564,
TDG(                                  , 42199.000,   106.649,   103.434,   106.613,   106.661,   106.802,   105.973,   107.422,   107.562,   107.552,   107.512,   107.667,   107.852,   107.813,   107.667,   107.594,   107.508,   107.167,   107.491,   108.059,   107.707,   108.439,   109.817,   109.386,   110.487,   111.316,   111.958,   112.577,   113.315,
Temperature, 42200.000,    20.090,    20.137,    20.190,    20.247,    20.332,    20.451,    20.618,    20.665,    20.632,    20.588,    20.561,    20.608,    20.755,    20.817,    20.831,    20.847,    20.896,    20.973,    20.939,    21.004,    20.999,    20.901,    21.151,    20.925,    20.836,    20.929,    20.884,    20.793,
N2                                    , 42200.000,    15.325,    14.840,    15.258,    15.221,    15.200,    15.034,    15.204,    15.199,    15.186,    15.183,    15.194,    15.213,    15.226,    15.233,    15.230,    15.233,    15.198,    15.268,    15.208,    15.015,    14.991,    15.155,    15.014,    15.201,    15.226,    15.234,    15.292,    15.471,
Dissolved_oxygen                      , 42200.000,     9.140,     8.851,     9.101,     9.076,     9.060,     8.959,     9.058,     9.052,     9.041,     9.034,     9.040,     9.052,     9.061,     9.067,     9.068,     9.068,     9.061,     9.075,     9.040,     8.931,     8.906,     8.961,     8.890,     8.984,     8.993,     9.005,     9.057,     9.165,
Oxyg                                  , 42200.000,   105.743,   102.508,   105.521,   105.410,   105.468,   104.636,   105.900,   105.760,   105.532,   105.396,   105.563,   106.007,   106.257,   106.375,   106.435,   106.481,   106.623,   106.619,   106.218,   105.275,   105.043,   105.288,   105.010,   105.503,   105.486,   105.786,   106.275,   107.327,
TDG(                                  , 42200.000,   106.554,   103.285,   106.306,   106.209,   106.287,   105.445,   106.728,   106.620,   106.432,   106.365,   106.512,   107.001,   107.442,   107.581,   107.567,   107.803,   107.608,   108.294,   108.361,   107.634,   107.983,   109.253,   108.576,   109.702,   109.922,   110.051,   110.309,   111.251,
Temperature, 42201.000,    19.333,    19.327,    19.308,    19.319,    19.435,    19.598,    19.870,    20.027,    20.168,    20.294,    20.423,    20.614,    20.723,    20.724,    20.696,    20.668,    20.708,    20.813,    20.949,    21.011,    20.954,    20.896,    21.127,    20.991,    20.902,    20.959,    20.906,    20.798,
N2                                    , 42201.000,    15.591,    15.125,    15.564,    15.504,    15.460,    15.246,    15.374,    15.310,    15.246,    15.193,    15.152,    15.136,    15.130,    15.139,    15.147,    15.158,    15.149,    15.162,    15.168,    15.072,    15.033,    15.175,    14.965,    15.128,    15.185,    15.180,    15.208,    15.320,
Dissolved_oxygen                      , 42201.000,     9.264,     8.987,     9.253,     9.222,     9.197,     9.071,     9.148,     9.110,     9.072,     9.037,     9.012,     8.997,     8.990,     8.993,     8.998,     9.000,     9.003,     9.002,     9.002,     8.945,     8.921,     8.979,     8.869,     8.943,     8.964,     8.966,     8.992,     9.056,
Oxyg                                  , 42201.000,   105.364,   102.181,   105.202,   105.088,   105.165,   104.293,   105.503,   105.362,   105.179,   105.050,   105.165,   105.218,   105.157,   105.149,   105.152,   105.218,   105.521,   105.723,   105.698,   105.241,   105.091,   105.421,   104.788,   105.081,   105.135,   105.267,   105.439,   105.957,
TDG(                                  , 42201.000,   106.337,   103.114,   106.115,   105.946,   105.987,   105.067,   106.262,   106.097,   105.897,   105.782,   105.871,   106.037,   106.137,   106.211,   106.143,   106.324,   106.516,   107.250,   107.579,   107.211,   107.450,   108.744,   107.553,   108.586,   108.956,   108.833,   108.823,   109.155,
Temperature, 42202.000,    18.615,    18.626,    18.623,    18.623,    18.725,    18.883,    19.087,    19.192,    19.294,    19.465,    19.596,    19.762,    20.138,    20.395,    20.548,    20.590,    20.667,    20.694,    20.857,    20.933,    20.916,    20.910,    21.125,    20.960,    20.861,    20.911,    20.848,    20.740,
N2                                    , 42202.000,    15.920,    15.420,    15.870,    15.825,    15.794,    15.573,    15.681,    15.593,    15.497,    15.442,    15.390,    15.271,    15.181,    15.128,    15.112,    15.094,    15.091,    15.027,    15.009,    14.963,    14.919,    15.109,    14.965,    15.151,    15.198,    15.188,    15.222,    15.321,
Dissolved_oxygen                      , 42202.000,     9.601,     9.297,     9.565,     9.532,     9.509,     9.340,     9.357,     9.268,     9.199,     9.163,     9.136,     9.069,     9.016,     8.983,     8.973,     8.959,     8.956,     8.921,     8.900,     8.875,     8.842,     8.920,     8.855,     8.953,     8.972,     8.973,     9.001,     9.048,
Oxyg                                  , 42202.000,   107.331,   103.937,   106.925,   106.772,   106.861,   105.391,   105.783,   105.001,   104.602,   104.467,   104.519,   104.526,   104.454,   104.418,   104.402,   104.362,   104.424,   104.308,   104.093,   104.057,   103.881,   104.458,   104.215,   104.816,   104.862,   104.922,   105.137,   105.427,
TDG(                                  , 42202.000,   107.231,   103.864,   106.878,   106.763,   106.880,   105.722,   106.529,   106.042,   105.762,   105.730,   105.582,   105.586,   105.548,   105.521,   105.482,   105.462,   105.446,   105.769,   105.780,   105.671,   106.084,   107.564,   106.912,   107.930,   108.184,   107.878,   107.816,   107.935,
Temperature, 42203.000,    17.980,    17.997,    18.025,    18.091,    18.201,    18.298,    18.430,    18.535,    18.649,    18.797,    18.929,    19.076,    19.379,    19.637,    19.818,    19.866,    20.072,    20.252,    20.582,    20.861,    20.858,    20.851,    21.087,    20.925,    20.829,    20.853,    20.793,    20.695,
N2                                    , 42203.000,    16.094,    15.591,    16.046,    16.019,    16.020,    15.834,    15.963,    15.886,    15.805,    15.746,    15.684,    15.538,    15.413,    15.330,    15.313,    15.249,    15.178,    15.066,    14.940,    14.831,    14.836,    14.998,    14.904,    15.121,    15.214,    15.221,    15.258,    15.326,
Dissolved_oxygen                      , 42203.000,     9.698,     9.391,     9.659,     9.637,     9.636,     9.529,     9.609,     9.560,     9.502,     9.446,     9.371,     9.232,     9.136,     9.084,     9.074,     9.037,     9.000,     8.940,     8.871,     8.782,     8.784,     8.850,     8.811,     8.922,     8.970,     8.985,     9.019,     9.054,
Oxyg                                  , 42203.000,   107.239,   103.903,   107.013,   107.021,   107.233,   106.320,   107.442,   107.137,   106.810,   106.460,   105.920,   104.990,   104.462,   104.256,   104.266,   104.199,   104.241,   104.116,   103.783,   103.021,   103.223,   103.780,   103.772,   104.572,   104.932,   105.119,   105.427,   105.646,
TDG(                                  , 42203.000,   107.159,   103.854,   107.008,   107.050,   107.254,   106.287,   107.373,   107.079,   106.830,   106.637,   106.418,   106.024,   105.879,   105.866,   105.748,   105.660,   105.799,   105.717,   105.201,   104.719,   105.326,   106.539,   106.150,   107.345,   107.850,   107.720,   107.764,   107.824,
Temperature, 42204.000,    18.072,    18.070,    18.078,    18.127,    18.193,    18.233,    18.271,    18.240,    18.236,    18.317,    18.426,    18.515,    18.834,    19.045,    19.229,    19.247,    19.411,    19.659,    20.192,    20.691,    20.751,    20.726,    20.909,    20.762,    20.725,    20.807,    20.795,    20.726,
N2                                    , 42204.000,    16.051,    15.563,    16.015,    15.991,    16.003,    15.874,    16.060,    16.034,    15.996,    15.966,    15.947,    15.831,    15.719,    15.616,    15.587,    15.514,    15.396,    15.185,    14.960,    14.770,    14.811,    14.984,    14.963,    15.129,    15.183,    15.177,    15.209,    15.295,
Dissolved_oxygen                      , 42204.000,     9.664,     9.364,     9.632,     9.615,     9.624,     9.549,     9.662,     9.640,     9.610,     9.585,     9.579,     9.506,     9.414,     9.323,     9.294,     9.223,     9.133,     9.006,     8.870,     8.767,     8.775,     8.812,     8.820,     8.909,     8.937,     8.948,     8.980,     9.032,
Oxyg                                  , 42204.000,   106.985,   103.682,   106.759,   106.714,   106.904,   106.153,   107.339,   107.082,   106.932,   106.887,   107.013,   106.870,   106.315,   105.700,   105.440,   104.888,   104.556,   103.992,   103.221,   102.711,   102.901,   102.856,   103.542,   104.149,   104.412,   104.655,   104.986,   105.406,
TDG(                                  , 42204.000,   107.175,   103.914,   107.026,   106.996,   107.171,   106.393,   107.572,   107.370,   107.270,   107.279,   107.341,   107.703,   107.344,   107.399,   106.861,   106.940,   106.823,   106.886,   105.716,   104.843,   105.491,   106.602,   106.752,   107.710,   107.897,   107.800,   107.874,   108.043,
Temperature, 42205.000,    18.360,    18.352,    18.351,    18.359,    18.372,    18.385,    18.393,    18.340,    18.302,    18.350,    18.385,    18.358,    18.474,    18.533,    18.661,    18.694,    18.843,    19.160,    19.924,    20.623,    20.604,    20.453,    20.727,    20.556,    20.523,    20.584,    20.557,    20.482,
